2040811;2245033;128;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2245034;128;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2245035;64;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2245099;64;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2245101;64;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2600026;6;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2710004;1;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040811;2720009;1;16/07/20 08:04;31; FIENR20-011-LR6G08E-12 
2040812;2245033;128;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2245034;128;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2245035;64;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2245099;64;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2245101;64;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2600026;6;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2710004;1;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040812;2720009;1;16/07/20 08:04;32; FIENR20-011-LR6G08E-12 
2040813;2245033;128;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2245034;128;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2245035;64;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2245099;64;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2245101;64;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2600026;6;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2710004;1;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040813;2720009;1;16/07/20 08:04;33; FIENR20-011-LR6G08E-12 
2040814;2245033;128;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2245034;128;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2245035;64;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2245099;64;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2245101;64;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2600026;6;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2710004;1;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040814;2720009;1;16/07/20 08:04;34; FIENR20-011-LR6G08E-12 
2040815;2245033;128;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2245034;128;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2245035;64;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2245099;64;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2245101;64;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2600026;6;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2710004;1;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040815;2720009;1;16/07/20 08:05;35; FIENR20-011-LR6G08E-12 
2040816;2245033;128;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2245034;128;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2245035;64;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2245099;64;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2245101;64;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2600026;6;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2710004;1;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
2040816;2720009;1;16/07/20 08:05;36; FIENR20-011-LR6G08E-12 
